Station_name,Station_code,Height,Lat,Long,Date,Hour,Air Temp C,P (hPa),RH (%),Wind Direction DegC,Wind Speed (m/s)
Film A,107140,33.381,60.2358,17.9043,2016-12-05,21:00:00,-1.2,1015.7,74,318,1.3
Film A,107140,33.381,60.2358,17.9043,2016-12-05,22:00:00,-1.8,1016.4,77,298,1.4
Film A,107140,33.381,60.2358,17.9043,2016-12-05,23:00:00,-1.7,1017.1,77,307,1.3
Film A,107140,33.381,60.2358,17.9043,2016-12-06,00:00:00,-1.8,1017.8,80,318,1.4
Film A,107140,33.381,60.2358,17.9043,2016-12-06,01:00:00,-1.0,1019.0,78,328,1.4
Film A,107140,33.381,60.2358,17.9043,2016-12-06,02:00:00,-0.6,1020.0,78,307,2.0
Film A,107140,33.381,60.2358,17.9043,2016-12-06,03:00:00,0.1,1020.8,76,311,1.8
Film A,107140,33.381,60.2358,17.9043,2016-12-06,04:00:00,-0.2,1021.8,79,346,1.8
Film A,107140,33.381,60.2358,17.9043,2016-12-06,05:00:00,-1.8,1022.7,95,333,1.3
Film A,107140,33.381,60.2358,17.9043,2016-12-06,06:00:00,-2.1,1023.6,96,304,1.0
Film A,107140,33.381,60.2358,17.9043,2016-12-06,07:00:00,-3.6,1024.6,98,0,0.0
Film A,107140,33.381,60.2358,17.9043,2016-12-06,08:00:00,-3.5,1025.7,98,0,0.0
Film A,107140,33.381,60.2358,17.9043,2016-12-06,09:00:00,-1.9,1026.6,97,300,1.6
Film A,107140,33.381,60.2358,17.9043,2016-12-06,10:00:00,-1.1,1027.3,96,0,0.0
Film A,107140,33.381,60.2358,17.9043,2016-12-06,11:00:00,0.2,1027.4,89,286,0.6
Film A,107140,33.381,60.2358,17.9043,2016-12-06,12:00:00,0.0,1027.8,91,290,1.2
Film A,107140,33.381,60.2358,17.9043,2016-12-06,13:00:00,-1.2,1028.1,95,0,0.0
Film A,107140,33.381,60.2358,17.9043,2016-12-06,14:00:00,-1.9,1028.6,92,240,0.9
Film A,107140,33.381,60.2358,17.9043,2016-12-06,15:00:00,-3.8,1028.9,97,200,0.6
Film A,107140,33.381,60.2358,17.9043,2016-12-06,16:00:00,-4.7,1029.4,97,197,0.8
Film A,107140,33.381,60.2358,17.9043,2016-12-06,17:00:00,-6.4,1029.1,95,185,0.9
Film A,107140,33.381,60.2358,17.9043,2016-12-06,18:00:00,-6.1,1028.7,96,204,0.9
Film A,107140,33.381,60.2358,17.9043,2016-12-06,19:00:00,-6.0,1028.2,96,200,1.1
Film A,107140,33.381,60.2358,17.9043,2016-12-06,20:00:00,-6.4,1028.2,95,190,1.1
Film A,107140,33.381,60.2358,17.9043,2016-12-06,21:00:00,-5.5,1027.8,94,218,2.1
Film A,107140,33.381,60.2358,17.9043,2016-12-06,22:00:00,-6.1,1027.1,93,196,1.2
Film A,107140,33.381,60.2358,17.9043,2016-12-06,23:00:00,-5.8,1026.5,92,204,1.5
Film A,107140,33.381,60.2358,17.9043,2016-12-07,00:00:00,-5.0,1025.6,91,217,2.7
Film A,107140,33.381,60.2358,17.9043,2016-12-07,01:00:00,-4.7,1024.9,90,210,2.2
Film A,107140,33.381,60.2358,17.9043,2016-12-07,02:00:00,-3.5,1024.2,92,218,3.0
Film A,107140,33.381,60.2358,17.9043,2016-12-07,03:00:00,-2.8,1023.4,91,217,2.9
Film A,107140,33.381,60.2358,17.9043,2016-12-07,04:00:00,-2.6,1022.7,92,220,3.2
Film A,107140,33.381,60.2358,17.9043,2016-12-07,05:00:00,-1.5,1021.8,93,224,2.6
Film A,107140,33.381,60.2358,17.9043,2016-12-07,06:00:00,-1.1,1020.4,93,215,3.3
Film A,107140,33.381,60.2358,17.9043,2016-12-07,07:00:00,-0.9,1019.5,92,224,3.4
Film A,107140,33.381,60.2358,17.9043,2016-12-07,08:00:00,-0.3,1018.8,92,223,2.5
Film A,107140,33.381,60.2358,17.9043,2016-12-07,09:00:00,0.5,1017.9,92,212,2.8
Film A,107140,33.381,60.2358,17.9043,2016-12-07,10:00:00,1.0,1017.1,91,220,3.8
Film A,107140,33.381,60.2358,17.9043,2016-12-07,11:00:00,1.3,1015.7,91,207,2.7
Film A,107140,33.381,60.2358,17.9043,2016-12-07,12:00:00,1.7,1014.4,92,215,3.6
Film A,107140,33.381,60.2358,17.9043,2016-12-07,13:00:00,2.4,1013.4,92,222,2.6
Film A,107140,33.381,60.2358,17.9043,2016-12-07,14:00:00,2.7,1012.2,90,216,3.6
Film A,107140,33.381,60.2358,17.9043,2016-12-07,15:00:00,2.8,1011.1,91,216,3.8
Film A,107140,33.381,60.2358,17.9043,2016-12-07,16:00:00,2.3,1009.9,96,210,3.0
Film A,107140,33.381,60.2358,17.9043,2016-12-07,17:00:00,2.0,1008.1,96,206,3.0
Film A,107140,33.381,60.2358,17.9043,2016-12-07,18:00:00,2.0,1006.9,97,209,3.2
Film A,107140,33.381,60.2358,17.9043,2016-12-07,19:00:00,1.9,1006.0,98,213,3.3
Film A,107140,33.381,60.2358,17.9043,2016-12-07,20:00:00,2.2,1004.7,99,216,3.1
Film A,107140,33.381,60.2358,17.9043,2016-12-07,21:00:00,2.6,1003.8,100,231,2.2
Film A,107140,33.381,60.2358,17.9043,2016-12-07,22:00:00,2.7,1003.1,99,234,2.2
Film A,107140,33.381,60.2358,17.9043,2016-12-07,23:00:00,2.9,1002.1,99,232,1.7
Film A,107140,33.381,60.2358,17.9043,2016-12-08,00:00:00,3.1,1002.3,99,239,1.9
Film A,107140,33.381,60.2358,17.9043,2016-12-08,01:00:00,3.2,1001.0,99,213,1.5
Film A,107140,33.381,60.2358,17.9043,2016-12-08,02:00:00,3.4,1000.8,99,234,1.7
Film A,107140,33.381,60.2358,17.9043,2016-12-08,03:00:00,3.7,999.8,98,234,2.2
Film A,107140,33.381,60.2358,17.9043,2016-12-08,04:00:00,3.9,998.5,98,224,1.4
Film A,107140,33.381,60.2358,17.9043,2016-12-08,05:00:00,4.3,997.5,99,221,0.8
Film A,107140,33.381,60.2358,17.9043,2016-12-08,06:00:00,5.2,997.0,99,254,1.4
Film A,107140,33.381,60.2358,17.9043,2016-12-08,07:00:00,5.8,995.8,99,238,1.7
Film A,107140,33.381,60.2358,17.9043,2016-12-08,08:00:00,6.1,995.9,99,238,1.4
Film A,107140,33.381,60.2358,17.9043,2016-12-08,09:00:00,5.9,995.8,100,0,0.0
Film A,107140,33.381,60.2358,17.9043,2016-12-08,10:00:00,6.3,995.5,100,260,0.5
Film A,107140,33.381,60.2358,17.9043,2016-12-08,11:00:00,7.0,995.5,99,250,0.7
Film A,107140,33.381,60.2358,17.9043,2016-12-08,12:00:00,7.3,996.0,94,276,2.4
Film A,107140,33.381,60.2358,17.9043,2016-12-08,13:00:00,7.1,996.8,93,289,2.2
Film A,107140,33.381,60.2358,17.9043,2016-12-08,14:00:00,6.9,997.5,93,297,1.8
Film A,107140,33.381,60.2358,17.9043,2016-12-08,15:00:00,6.1,998.9,94,308,1.1
Film A,107140,33.381,60.2358,17.9043,2016-12-08,16:00:00,5.1,999.9,95,278,0.8
Film A,107140,33.381,60.2358,17.9043,2016-12-08,17:00:00,5.1,1000.7,93,294,1.5
Film A,107140,33.381,60.2358,17.9043,2016-12-08,18:00:00,5.4,1001.3,91,291,1.4
Film A,107140,33.381,60.2358,17.9043,2016-12-08,19:00:00,5.7,1001.8,89,279,1.5
Film A,107140,33.381,60.2358,17.9043,2016-12-08,20:00:00,5.7,1002.4,89,278,1.8
Film A,107140,33.381,60.2358,17.9043,2016-12-08,21:00:00,6.1,1003.4,86,270,1.9
Film A,107140,33.381,60.2358,17.9043,2016-12-08,22:00:00,5.6,1003.6,86,255,1.5
Film A,107140,33.381,60.2358,17.9043,2016-12-08,23:00:00,5.5,1003.6,86,270,1.9
Film A,107140,33.381,60.2358,17.9043,2016-12-09,00:00:00,5.1,1004.0,87,267,1.6
Film A,107140,33.381,60.2358,17.9043,2016-12-09,01:00:00,4.3,1003.8,89,250,0.9
Film A,107140,33.381,60.2358,17.9043,2016-12-09,02:00:00,3.0,1003.4,94,231,0.9
Film A,107140,33.381,60.2358,17.9043,2016-12-09,03:00:00,3.1,1002.4,93,195,1.2
Film A,107140,33.381,60.2358,17.9043,2016-12-09,04:00:00,3.0,1001.8,91,210,1.1
Film A,107140,33.381,60.2358,17.9043,2016-12-09,05:00:00,4.5,1001.3,85,224,1.7
Film A,107140,33.381,60.2358,17.9043,2016-12-09,06:00:00,4.8,1000.8,84,252,0.9
Film A,107140,33.381,60.2358,17.9043,2016-12-09,07:00:00,5.1,1000.8,83,229,0.9
Film A,107140,33.381,60.2358,17.9043,2016-12-09,08:00:00,4.7,1000.8,86,237,1.1
Film A,107140,33.381,60.2358,17.9043,2016-12-09,09:00:00,5.2,1000.6,83,237,1.6
Film A,107140,33.381,60.2358,17.9043,2016-12-09,10:00:00,6.7,1001.3,76,277,2.1
Film A,107140,33.381,60.2358,17.9043,2016-12-09,11:00:00,6.7,1001.4,72,284,2.7
Film A,107140,33.381,60.2358,17.9043,2016-12-09,12:00:00,7.0,1001.9,70,282,2.5
Film A,107140,33.381,60.2358,17.9043,2016-12-09,13:00:00,6.8,1002.6,69,275,2.0
Film A,107140,33.381,60.2358,17.9043,2016-12-09,14:00:00,5.6,1003.3,73,273,1.4
Film A,107140,33.381,60.2358,17.9043,2016-12-09,15:00:00,5.4,1004.8,73,285,2.3
Film A,107140,33.381,60.2358,17.9043,2016-12-09,16:00:00,5.5,1005.5,73,288,1.4
Film A,107140,33.381,60.2358,17.9043,2016-12-09,17:00:00,5.2,1006.5,75,305,1.1
Film A,107140,33.381,60.2358,17.9043,2016-12-09,18:00:00,4.4,1007.5,93,12,1.9
Film A,107140,33.381,60.2358,17.9043,2016-12-09,19:00:00,2.6,1008.6,96,16,1.6
Film A,107140,33.381,60.2358,17.9043,2016-12-09,20:00:00,2.1,1009.4,95,329,0.7
Film A,107140,33.381,60.2358,17.9043,2016-12-09,21:00:00,1.3,1010.1,90,345,0.9
Film A,107140,33.381,60.2358,17.9043,2016-12-09,22:00:00,0.7,1010.7,94,0,0.0
Film A,107140,33.381,60.2358,17.9043,2016-12-09,23:00:00,0.5,1010.8,95,0,0.0
